timestamp (ms);EMG_Quadriceps (raw);ECG_Isquiotibiais (raw);Angulo_Relativo (graus)
12039;0;294;29.49
12039;384;347;29.53
12039;430;291;29.59
12039;23;300;29.72
12039;258;294;29.91
12039;304;287;30.12
12039;34;300;30.29
12120;432;336;30.41
12120;570;321;30.43
12120;0;281;30.43
12120;477;363;30.42
12120;490;315;30.44
12126;99;314;30.44
12126;620;359;30.41
12206;227;301;30.34
12206;97;304;30.27
12206;396;301;30.24
12206;257;278;30.27
12206;96;301;30.33
12206;320;315;30.44
12206;82;283;30.57
12206;272;320;30.64
12349;915;385;30.61
12349;321;306;30.4
12354;201;312;30.16
12354;524;317;29.95
12354;128;273;29.82
12354;102;302;29.69
12354;234;283;29.56
12354;0;277;29.56
12354;197;302;29.68
12354;312;323;29.8
12354;230;304;29.89
12362;172;302;30.0
12362;496;358;30.09
